,ActivityCategory,ActivityName,LocationType,Name,Category,Code,Aggregation,Units,ReportingFrequency,mandatory,FormFieldType,AttributeValue,multipleAllowed,Description,sort
1205,WASH[1]Access to Safe Water,[REF1.2]Piped water networks,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1207,WASH[1]Access to Safe Water,[REF1.2]Piped water networks,SyrRefRespRRP6,Camps Syrian Men (Age 18 and above) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1204,WASH[1]Access to Safe Water,[REF1.2]Piped water networks,SyrRefRespRRP6,Camps Syrian Women (Age 18 and above) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1214,WASH[1]Access to Safe Water,[REF1.2]Piped water networks,SyrRefRespRRP6,Host Community Boys (Age 0-17) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1213,WASH[1]Access to Safe Water,[REF1.2]Piped water networks,SyrRefRespRRP6,Host Community Girls (Age 0-17) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1215,WASH[1]Access to Safe Water,[REF1.2]Piped water networks,SyrRefRespRRP6,Host Community Men (Age 18 and above) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1212,WASH[1]Access to Safe Water,[REF1.2]Piped water networks,SyrRefRespRRP6,Host Community Women (Age 18 and above) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1210,WASH[1]Access to Safe Water,[REF1.2]Piped water networks,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1209,WASH[1]Access to Safe Water,[REF1.2]Piped water networks,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1211,WASH[1]Access to Safe Water,[REF1.2]Piped water networks,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1208,WASH[1]Access to Safe Water,[REF1.2]Piped water networks,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1222,WASH[1]Access to Safe Water,[REF1.3]Water in School/Clinics,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) with access to potable water as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1221,WASH[1]Access to Safe Water,[REF1.3]Water in School/Clinics,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) with access to potable water as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1223,WASH[1]Access to Safe Water,[REF1.3]Water in School/Clinics,SyrRefRespRRP6,Camps Syrian Men (Age 18 and above) with access to potable water as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1220,WASH[1]Access to Safe Water,[REF1.3]Water in School/Clinics,SyrRefRespRRP6,Camps Syrian Women (Age 18 and above) with access to potable water as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1230,WASH[1]Access to Safe Water,[REF1.3]Water in School/Clinics,SyrRefRespRRP6,Host Community Boys (Age 0-17) with access to potable water as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1229,WASH[1]Access to Safe Water,[REF1.3]Water in School/Clinics,SyrRefRespRRP6,Host Community Girls (Age 0-17) with access to potable water as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1231,WASH[1]Access to Safe Water,[REF1.3]Water in School/Clinics,SyrRefRespRRP6,Host Community Men (Age 18 and above) with access to potable water as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1228,WASH[1]Access to Safe Water,[REF1.3]Water in School/Clinics,SyrRefRespRRP6,Host Community Women (Age 18 and above) with access to potable water as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1226,WASH[1]Access to Safe Water,[REF1.3]Water in School/Clinics,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) with access to potable water as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1225,WASH[1]Access to Safe Water,[REF1.3]Water in School/Clinics,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) with access to potable water as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1227,WASH[1]Access to Safe Water,[REF1.3]Water in School/Clinics,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above) with access to potable water as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1224,WASH[1]Access to Safe Water,[REF1.3]Water in School/Clinics,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above) with access to potable water as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1659,WASH[1]Access to Safe Water,[RES1.1]Repair/Impr/Exten of water systems,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1658,WASH[1]Access to Safe Water,[RES1.1]Repair/Impr/Exten of water systems,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1660,WASH[1]Access to Safe Water,[RES1.1]Repair/Impr/Exten of water systems,SyrRefRespRRP6,Camps Syrian Men (Age 18 and above) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1657,WASH[1]Access to Safe Water,[RES1.1]Repair/Impr/Exten of water systems,SyrRefRespRRP6,Camps Syrian Women (Age 18 and above) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1667,WASH[1]Access to Safe Water,[RES1.1]Repair/Impr/Exten of water systems,SyrRefRespRRP6,Host Community Boys (Age 0-17) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1666,WASH[1]Access to Safe Water,[RES1.1]Repair/Impr/Exten of water systems,SyrRefRespRRP6,Host Community Girls (Age 0-17) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1668,WASH[1]Access to Safe Water,[RES1.1]Repair/Impr/Exten of water systems,SyrRefRespRRP6,Host Community Men (Age 18 and above) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1665,WASH[1]Access to Safe Water,[RES1.1]Repair/Impr/Exten of water systems,SyrRefRespRRP6,Host Community Women (Age 18 and above) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1663,WASH[1]Access to Safe Water,[RES1.1]Repair/Impr/Exten of water systems,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1662,WASH[1]Access to Safe Water,[RES1.1]Repair/Impr/Exten of water systems,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1664,WASH[1]Access to Safe Water,[RES1.1]Repair/Impr/Exten of water systems,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1661,WASH[1]Access to Safe Water,[RES1.1]Repair/Impr/Exten of water systems,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above)  # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1682,WASH[1]Access to Safe Water,[RES1.2]Water in MoE Schools,SyrRefRespRRP6,Host Community Boys (Age 0-17) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1681,WASH[1]Access to Safe Water,[RES1.2]Water in MoE Schools,SyrRefRespRRP6,Host Community Girls (Age 0-17)  # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1683,WASH[1]Access to Safe Water,[RES1.2]Water in MoE Schools,SyrRefRespRRP6,Host Community Men (Age 18 and above)  # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1680,WASH[1]Access to Safe Water,[RES1.2]Water in MoE Schools,SyrRefRespRRP6,Host Community Women (Age 18 and above) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1678,WASH[1]Access to Safe Water,[RES1.2]Water in MoE Schools,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17)  # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1677,WASH[1]Access to Safe Water,[RES1.2]Water in MoE Schools,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17)  # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1679,WASH[1]Access to Safe Water,[RES1.2]Water in MoE Schools,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1676,WASH[1]Access to Safe Water,[RES1.2]Water in MoE Schools,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above) # targeted with access to a safe and equitable water for drinking and domestic use.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1238,WASH[2]Access to Sanitation,[REF2.1]San/Waste Water Collection,SyrRefRespRRP6,"Camps Syrian Boys (Age 0-17) -with access to secure, clean and culturally appropriate sanitation facilities",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1237,WASH[2]Access to Sanitation,[REF2.1]San/Waste Water Collection,SyrRefRespRRP6,"Camps Syrian Girls (Age 0-17) -with access to secure, clean and culturally appropriate sanitation facilities",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1239,WASH[2]Access to Sanitation,[REF2.1]San/Waste Water Collection,SyrRefRespRRP6,"Camps Syrian Men (Age 18 and above) -with access to secure, clean and culturally appropriate sanitation facilities",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1236,WASH[2]Access to Sanitation,[REF2.1]San/Waste Water Collection,SyrRefRespRRP6,"Camps Syrian Women (Age 18 and above) -with access to secure, clean and culturally appropriate sanitation facilities",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1246,WASH[2]Access to Sanitation,[REF2.1]San/Waste Water Collection,SyrRefRespRRP6,"Host Community Boys (Age 0-17) -with access to secure, clean and culturally appropriate sanitation facilities",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1245,WASH[2]Access to Sanitation,[REF2.1]San/Waste Water Collection,SyrRefRespRRP6,"Host Community Girls (Age 0-17) -with access to secure, clean and culturally appropriate sanitation facilities",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1247,WASH[2]Access to Sanitation,[REF2.1]San/Waste Water Collection,SyrRefRespRRP6,"Host Community Men (Age 18 and above) -with access to secure, clean and culturally appropriate sanitation facilities",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1244,WASH[2]Access to Sanitation,[REF2.1]San/Waste Water Collection,SyrRefRespRRP6,"Host Community Women (Age 18 and above) -with access to secure, clean and culturally appropriate sanitation facilities",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
