"","Category","Partner","Area","Objective","Output","Sector","Implementation","Total","RegionCODE","Area2"
"11647","Resilience","UNOPS","Country Wide","TRAN[1.5]Mass Transit","[RES1.5.1]Feasibility Assessment","TRANSPORT","direct",8e+05,1,"Country Wide Intervention"
"11653","Resilience","WHO","Country Wide","HLTH[RES1.1]Primary Health Care","[RES1.1.5]Mental Health","HEALTH","direct",3e+05,1,"Country Wide Intervention"
"11656","Resilience","UNHABITAT","Country Wide","MUN[RES2.1]Urban Service Delivery","[RES2.1.2]Rapid city profiles","MUNICIPALITY","direct",1333756,1,"Country Wide Intervention"
"11659","Resilience","UNDP","Country Wide","JUS[RES2.1]Efficiency of Justice services","[RES2.1.5]ADR services","JUSTICE","direct",2e+05,1,"Country Wide Intervention"
"11660","Resilience","UNDP","Country Wide","JUS[RES2.2]Improved access to legal services","[RES2.2.3]Legal Awareness","JUSTICE","direct",2e+05,1,"Country Wide Intervention"
"11662","Resilience","UNICEF","Country Wide","HLTH[RES1.1]Primary Health Care","[RES1.1.2]EPIs","HEALTH","indirect",994000,1,"Country Wide Intervention"
"11665","Resilience","UNHABITAT","Country Wide","MUN[RES2.1]Urban Service Delivery","[RES2.1.3]Improv. Capacity of Mun","MUNICIPALITY","",132000,1,"Country Wide Intervention"
"11667","Resilience","UNDP","Country Wide","MUN[RES2.2]LDU linkages","[RES2.2.1]Gov. Dvpt Plans updated","MUNICIPALITY","direct",1420000,1,"Country Wide Intervention"
"11668","Resilience","UNDP","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","PROTECTION","direct",8810000,1,"Country Wide Intervention"
"11669","Resilience","UNHABITAT","Country Wide","SHLT[RES3.1]Housing Framework","[RES3.1.3]Policy Reforms","SHELTER","direct",45000,1,"Country Wide Intervention"
"11672","Resilience","UNHABITAT","Country Wide","SHLT[RES3.1]Housing Framework","[RES3.1.4]HUDC fulfils mandate","SHELTER","direct",150000,1,"Country Wide Intervention"
"11679","Resilience","UNDP","Country Wide","MUN[RES3.1]Local Public Sector Services","[RES3.1.1]Review LG response","MUNICIPALITY","direct",850000,1,"Country Wide Intervention"
"11680","Resilience","UNDP","Country Wide","FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","FOOD/LIVELIHOOD","direct",618260,1,"Country Wide Intervention"
"11684","Resilience","UNDP","Country Wide","MUN[RES3.1]Local Public Sector Services","[RES3.1.2]Assmt. Urban Planning","MUNICIPALITY","direct",1e+05,1,"Country Wide Intervention"
"11687","Resilience","UNHABITAT","Country Wide","SHLT[RES2.4]Affordable Housing","[RES2.4.1]Outreach hubs","SHELTER","direct",276979.165,1,"Country Wide Intervention"
"11688","Resilience","UNOPS","Country Wide","MUN[RES1.2]SWM","[RES1.2.1]Equipment purchased","MUNICIPALITY","direct",1500000,1,"Country Wide Intervention"
"11690","Resilience","UNHABITAT","Country Wide","MUN[RES3.3]Urban Financing","[RES3.3.3]ICT integrated finanical systems","MUNICIPALITY","direct",1126162,1,"Country Wide Intervention"
"11693","Resilience","UNICEF","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Govt Capacity","PROTECTION","",4e+05,1,"Country Wide Intervention"
"11694","Resilience","UNHABITAT","Country Wide","MUN[RES2.1]Urban Service Delivery","[RES2.1.1]Urban information","MUNICIPALITY","direct",316000,1,"Country Wide Intervention"
"11702","Resilience","UNDP","Country Wide","MUN[RES1.1]Non-SW delivery","[RES1.1.2]Public Spaces est.","MUNICIPALITY","direct",4e+06,1,"Country Wide Intervention"
"11706","Resilience","UNDP","Country Wide","MUN[RES3.2]Mun. Systems","[RES3.2.4]CCGPs","MUNICIPALITY","direct",125000,1,"Country Wide Intervention"
"11708","Resilience","UNDP","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","PROTECTION","direct",7405291,1,"Country Wide Intervention"
"11710","Resilience","UNOPS","Country Wide","MUN[RES1.1]Non-SW delivery","[RES1.1.1]Roads maintained","MUNICIPALITY","direct",18600000,1,"Country Wide Intervention"
"11711","Resilience","WVI","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Govt Capacity","PROTECTION","",48820,1,"Country Wide Intervention"
"11716","Resilience","UNDP","Country Wide","PROT[RES1.4]Soc Prot Services JOR","[RES1.4.1]Services for Elderly","PROTECTION","direct",1400000,1,"Country Wide Intervention"
"11717","Resilience","UNDP","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Govt Capacity","PROTECTION","",1450000,1,"Country Wide Intervention"
"11719","Resilience","UNHABITAT","Country Wide","MUN[RES3.3]Urban Financing","[RES3.3.4]Local investment plans / PPP","MUNICIPALITY","direct",1261616,1,"Country Wide Intervention"
"11721","Resilience","UNDP","Country Wide","MUN[RES1.1]Non-SW delivery","[RES1.1.3]Storm water culverts","MUNICIPALITY","direct",3900000,1,"Country Wide Intervention"
"11722","Resilience","UNDP","Country Wide","MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","MUNICIPALITY","direct",3e+07,1,"Country Wide Intervention"
"11727","Resilience","UNHABITAT","Country Wide","MUN[RES2.1]Urban Service Delivery","[RES2.1.3]Comm Infrast Services","MUNICIPALITY","direct",4e+05,1,"Country Wide Intervention"
"11729","Resilience","WVI","Country Wide","WASH[RES2.1]Wastewater","[RES2.1.1]WW collection/treatment","WASH","direct",212799.26,1,"Country Wide Intervention"
"11731","Resilience","UNWOMEN","Country Wide","PROT[RES1.1]SGBV for JOR","[RES1.1.2]Multi-sector for JOR","PROTECTION","direct",2e+05,1,"Country Wide Intervention"
"11734","Resilience","UNICEF","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","PROTECTION","indirect",1030000,1,"Country Wide Intervention"
"11737","Resilience","WHO","Country Wide","HLTH[RES1.1]Primary Health Care","[RES1.1.1]NCDs","HEALTH","direct",1250000,1,"Country Wide Intervention"
"11741","Resilience","UNDP","Country Wide","MUN[RES3.2]Mun. Systems","[RES3.2.3]Property Tax colleciton","MUNICIPALITY","direct",2e+05,1,"Country Wide Intervention"
"11752","Resilience","UNWOMEN","Country Wide","PROT[RES1.1]SGBV for JOR","[RES1.1.3]Capacity of Service Providers","PROTECTION","direct",846840,1,"Country Wide Intervention"
"11753","Resilience","UNDP","Country Wide","FOOD/LIV[2.5]LED and PPPs","[RES2.5.2]Value Chain developed","FOOD/LIVELIHOOD","direct",618260,1,"Country Wide Intervention"
"11776","Resilience","UNHABITAT","Country Wide","SHLT[RES2.4]Affordable Housing","[RES2.4.3]Affordable Housing units","SHELTER","direct",549958,1,"Country Wide Intervention"
"11778","Resilience","UNOPS","Country Wide","TRAN[1.3]Transpt Capacity in North","[RES1.3.2]Buses Depot","TRANSPORT","direct",3e+05,1,"Country Wide Intervention"
"11780","Resilience","WVI","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","PROTECTION","direct",48820,1,"Country Wide Intervention"
"11785","Resilience","UNOPS","Country Wide","TRAN[1.1]Assessment","[RES1.1.1]Needs Assessment","TRANSPORT","direct",5e+05,1,"Country Wide Intervention"
"11789","Resilience","Mercy Corps","Country Wide","WASH[RES1.1]Rehab Wells","[RES1.1.1]Rehab Existing wells","WASH","Direct",2e+06,1,"Country Wide Intervention"
"11798","Resilience","UNDP","Country Wide","FOOD/LIV[3.4]Restoring Pastoral Liv.","[RES3.4.2]Increased animal wealth","FOOD/LIVELIHOOD","direct",150000,1,"Country Wide Intervention"
"11799","Resilience","UNOPS","Country Wide","TRAN[1.3]Transpt Capacity in North","[RES1.3.1]MoT Transport Fleet","TRANSPORT","direct",2e+06,1,"Country Wide Intervention"
"11806","Resilience","RI","Country Wide","WASH[RES3.1]WASH in Schools","[RES3.1.2]Water in 300 schools","WASH","direct",750000,1,"Country Wide Intervention"
"11808","Resilience","UNHABITAT","Country Wide","SHLT[RES2.4]Affordable Housing","[RES2.4.5]Nat. Housing entity","SHELTER","direct",332000,1,"Country Wide Intervention"
"11810","Resilience","UNHABITAT","Country Wide","SHLT[RES3.1]Housing Framework","[RES3.1.2]Nat Housing Strategy","SHELTER","direct",0,1,"Country Wide Intervention"
"11815","Resilience","UNDP","Country Wide","PROT[RES1.4]Soc Prot Services JOR","[RES1.4.4]Persons with Disabilities","PROTECTION","direct",4900000,1,"Country Wide Intervention"
"11817","Resilience","UNICEF","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","PROTECTION","indirect",5e+05,1,"Country Wide Intervention"
"11823","Resilience","UNDP","Country Wide","JUS[RES2.2]Improved access to legal services","[RES2.2.2]Legal Aid Services","JUSTICE","direct",5e+05,1,"Country Wide Intervention"
"11824","Resilience","RI","Country Wide","WASH[RES3.1]WASH in Schools","[RES3.1.4]Hygiene materials","WASH","",5e+05,1,"Country Wide Intervention"
"11831","Resilience","SCI","Irbid City","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","EDUCATION","direct",1e+06,1707,"Irbid"
"11833","Resilience","CARE","Irbid Governorate","BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind","RES[2.1.3]Basic Needs/Zakat for JOR","BASIC NEEDS","direct",70000,1707,"Irbid"
"11837","Resilience","Mercy Corps","Irbid Governorate","FOOD/LIV[2.5]LED and PPPs","[RES2.5.1]LED implement  LDPs","FOOD/LIVELIHOOD","direct",50000,1707,"Irbid"
"11838","Resilience","OXFAM","Irbid Governorate","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","FOOD/LIVELIHOOD","direct",266666,1707,"Irbid"
"11847","Resilience","NEF","Irbid Governorate","PROT[RES1.2]Child Protection for JOR","[RES1.2.3]Families mobilized","PROTECTION","direct",11476,1707,"Irbid"
"11850","Resilience","UNOPS","Irbid Governorate","TRAN[2.3]Expand Road Networks","[RES2.3.2]Road Safety Standards","TRANSPORT","direct",5e+05,1707,"Irbid"
"11854","Resilience","UNOPS","Irbid Governorate","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.1]Constr. Schools","EDUCATION","direct",5e+05,1707,"Irbid"
"11858","Resilience","Mercy Corps","Irbid Governorate","FOOD/LIV[2.5]LED and PPPs","[RES2.5.2]Value Chain developed","FOOD/LIVELIHOOD","direct",325000,1707,"Irbid"
"11859","Resilience","ACF","Irbid Governorate","WASH[RES1.2]YWC Distribute Water","[RES1.2.1]Restrc. Transm. & Distribution","WASH","",680000,1707,"Irbid"
"11860","Resilience","NRC","Irbid Governorate","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.3]Playground, Libraries etc","EDUCATION","direct",4e+05,1707,"Irbid"
"11861","Resilience","WVI","Irbid Governorate","EDU[RES2.2]Safe, Violence-Free, Learning for JOR","[RES2.2.3]Engage Parents etc","EDUCATION","direct",48820,1707,"Irbid"
"11863","Resilience","NRC","Irbid Governorate","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","PROTECTION","direct",9e+05,1707,"Irbid"
"11867","Resilience","Mercy Corps","Irbid Governorate","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","PROTECTION","direct",1250000,1707,"Irbid"
"11869","Resilience","LWF","Irbid Governorate","EDU[RES2.1]Teacher Training JOR","[RES2.1.2]In-Service Training","EDUCATION","direct",80161,1707,"Irbid"
"11874","Resilience","NRC","Irbid Governorate","ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","ENERGY","direct",1156780,1707,"Irbid"
"11875","Resilience","NRC","Irbid Governorate","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","PROTECTION","direct",75000,1707,"Irbid"
"11877","Resilience","NRC","Irbid Governorate","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.1]Constr. Schools","EDUCATION","direct",5400000,1707,"Irbid"
"11878","Resilience","UNOPS","Irbid Governorate","TRAN[2.3]Expand Road Networks","[RES2.3.1]Updgrade Road Networks","TRANSPORT","direct",7e+06,1707,"Irbid"
"11883","Resilience","NRC","Irbid Governorate","ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","ENERGY","direct",9887,1707,"Irbid"
"11884","Resilience","ACF","Irbid Governorate","WASH[RES4.1]Ops Mngt","[RES4.1.1]Introduce work methods","WASH","direct",50000,1707,"Irbid"
"11886","Resilience","ACF","Irbid Governorate","WASH[RES1.1]Rehab Wells","[RES1.1.1]Rehab Existing wells","WASH","Direct",50000,1707,"Irbid"
"11896","Resilience","NRC","Irbid Governorate","ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","ENERGY","direct",33974,1707,"Irbid"
"11898","Resilience","ILO","Irbid Governorate","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.3]Short-Term Emplymt  for JOR","FOOD/LIVELIHOOD","direct",8e+05,1707,"Irbid"
"11902","Resilience","NRC","Irbid Governorate","ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","ENERGY","direct",1322034,1707,"Irbid"
"11907","Resilience","ILO","Irbid Governorate","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.2]Skills Training for JOR","FOOD/LIVELIHOOD","direct",5e+05,1707,"Irbid"
"11916","Resilience","Mercy Corps","Irbid Governorate","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","FOOD/LIVELIHOOD","direct",325000,1707,"Irbid"
"11920","Resilience","CARE","Irbid Governorate","PROT[RES1.1]SGBV for JOR","[RES1.1.2]Multi-sector for JOR","PROTECTION","direct",40000,1707,"Irbid"
"11923","Resilience","Mercy Corps","Irbid Governorate","ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","ENERGY","direct",4e+05,1707,"Irbid"
"11926","Resilience","UNWOMEN","Irbid Governorate","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","FOOD/LIVELIHOOD","direct",512836.25,1707,"Irbid"
"11928","Resilience","NRC","Irbid Governorate","EDU[RES2.2]Safe, Violence-Free, Learning for JOR","[RES2.2.4]Boys/Girls Social Cohesion","EDUCATION","direct",350000,1707,"Irbid"
"11930","Resilience","Mercy Corps","Irbid Governorate","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.3]Short-Term Emplymt  for JOR","FOOD/LIVELIHOOD","direct",3e+05,1707,"Irbid"
"11936","Resilience","NRC","Irbid Governorate","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.2]WASH in Schools","EDUCATION","direct",1200000,1707,"Irbid"
"11939","Resilience","NRC","Irbid Governorate","EDU[RES2.1]Teacher Training JOR","[RES2.1.4]Community Training","EDUCATION","direct",350000,1707,"Irbid"
"11944","Resilience","Mercy Corps","Irbid Governorate","WASH[RES2.7]WW Kofor Raheb","[RES2.7.1]WW Kofor Rakeb & Beit Edes","WASH","Direct",7e+05,1707,"Irbid"
"11945","Resilience","ILO","Irbid Governorate","FOOD/LIV[2.5]LED and PPPs","[RES2.5.2]Value Chain developed","FOOD/LIVELIHOOD","direct",5e+05,1707,"Irbid"
"11953","Resilience","UNDP","Irbid Governorate","MUN[RES1.2]SWM","[RES1.2.5]Impact Study","MUNICIPALITY","direct",3e+05,1707,"Irbid"
"11954","Resilience","NRC","Irbid Governorate","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Govt Capacity","PROTECTION","",150000,1707,"Irbid"
"11956","Resilience","UNOPS","Irbid Governorate","TRAN[2.2] Border","[RES2.2.1]Rehab. Border roads","TRANSPORT","direct",7e+06,1707,"Irbid"
"11959","Resilience","ACF","Irbid Governorate","WASH[RES1.6]WAJ O&D capacity","[RES1.6.1]WAJ O&D","WASH","direct",50000,1707,"Irbid"
"11960","Resilience","LWF","Irbid Governorate","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.1]Constr. Schools","EDUCATION","direct",624159,1707,"Irbid"
"11963","Resilience","Intersos","Irbid Governorate","WASH[RES1.2]YWC Distribute Water","[RES1.2.1]Restrc. Transm. & Distribution","WASH","",180000,1707,"Irbid"
"11967","Resilience","UNOPS","Irbid Governorate","TRAN[2.1] Border","[RES2.1.1]Build Border roads","TRANSPORT","direct",5e+06,1707,"Irbid"
"11976","Resilience","Intersos","Irbid Governorate","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","PROTECTION","direct",1e+05,1707,"Irbid"
"11978","Resilience","NEF","Irbid Governorate","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","FOOD/LIVELIHOOD","",64555,1707,"Irbid"
"11982","Resilience","ILO","Irbid Governorate","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","FOOD/LIVELIHOOD","direct",1e+06,1707,"Irbid"
"11985","Resilience","UNOPS","Irbid Governorate","MUN[RES1.1]Non-SW delivery","[RES1.1.4]Chicken Slaughterhouse","MUNICIPALITY","direct",650000,1707,"Irbid"
"11988","Resilience","UNOPS","Irbid Governorate","MUN[RES1.1]Non-SW delivery","[RES1.1.3]Storm water culverts","MUNICIPALITY","direct",5900000,1707,"Irbid"
"11994","Resilience","NRC","Irbid Governorate","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","PROTECTION","direct",5e+05,1707,"Irbid"
"11996","Resilience","NRC","Irbid Governorate","JUS[RES2.2]Improved access to legal services","[RES2.2.3]Legal Awareness","JUSTICE","indirect",20000,1707,"Irbid"
"11997","Resilience","UNOPS","Irbid Governorate","MUN[RES1.1]Non-SW delivery","[RES1.1.2]Public Spaces est.","MUNICIPALITY","direct",4e+06,1707,"Irbid"
"11998","Resilience","UNOPS","Irbid Governorate","MUN[RES1.1]Non-SW delivery","[RES1.1.5]New Solar Farm","MUNICIPALITY","direct",5e+06,1707,"Irbid"
"12000","Resilience","WVI","Irbid Governorate","EDU[RES3.1]KG for JOR","[RES3.1.1]KG teachers trained on ECE","EDUCATION","direct",48820,1707,"Irbid"
"12001","Resilience","ACF","Irbid Governorate","WASH[RES1.2]YWC Distribute Water","[RES1.2.3]Replace Tertiary  Distrb","WASH","",85000,1707,"Irbid"
"12012","Resilience","Mercy Corps","Irbid Governorate","ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","ENERGY","direct",2e+06,1707,"Irbid"
"12018","Resilience","UNDP","Irbid Governorate","MUN[RES1.1]Non-SW delivery","[RES1.1.4]Chicken Slaughterhouse","MUNICIPALITY","direct",650000,1707,"Irbid"
"12022","Resilience","WVI","Irbid Governorate","EDU[RES2.1]Teacher Training JOR","[RES2.1.4]Community Training","EDUCATION","",48820,1707,"Irbid"
"12025","Resilience","Mercy Corps","Irbid Governorate","WASH[RES1.2]YWC Distribute Water","[RES1.2.3]Replace Tertiary  Distrb","WASH","",50000,1707,"Irbid"
"12028","Resilience","LWF","Irbid Governorate","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.2]WASH in Schools","EDUCATION","direct",156082,1707,"Irbid"
"12029","Resilience","ACF","Irbid Governorate","WASH[RES1.2]YWC Distribute Water","[RES1.2.2]Reinforc. 2ndry distribution","WASH","",170000,1707,"Irbid"
"12032","Resilience","NEF","Irbid Governorate","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.2]Skills Training for JOR","FOOD/LIVELIHOOD","direct",21952,1707,"Irbid"
"12038","Resilience","WVI","Irbid Governorate","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.1]Constr. Schools","EDUCATION","direct",212799.26,1707,"Irbid"
"12040","Resilience","NRC","Jarash Governorate","ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","ENERGY","direct",1412,1708,"JARASH"
"12041","Resilience","WVI","Jarash Governorate","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.1]Constr. Schools","EDUCATION","direct",212799.26,1708,"JARASH"
"12043","Resilience","WVI","Jarash Governorate","EDU[RES2.2]Safe, Violence-Free, Learning for JOR","[RES2.2.3]Engage Parents etc","EDUCATION","direct",48820,1708,"JARASH"
"12045","Resilience","NRC","Jarash Governorate","ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","ENERGY","direct",330508,1708,"JARASH"
"12049","Resilience","NRC","Jarash Governorate","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","PROTECTION","direct",3e+05,1708,"JARASH"
"12050","Resilience","PU-AMI","Jarash Governorate","HLTH[RES1.1]Primary Health Care","[RES1.1.1]NCDs","HEALTH","indirect",1250,1708,"JARASH"
