"","Governorate","sector","activity","partner","Area","Refugee.Camps","End","Total","Objective","Sector","Output","Implementation","RegionCODE","Area2","units"
"9703","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","AVSI","Zarqa Governorate",,"2016-12",20,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# MHH"
"9704","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","AVSI","Zarqa Governorate",,"2016-12",26,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# women"
"9705","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","WVI","Zarqa Governorate",,"2016-03",500,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9706","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","WVI","Zarqa Governorate",,"2016-03",196689.33,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","$"
"9707","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","AVSI","Zarqa Governorate",,"2016-12",0,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9708","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Zarqa Governorate",,"2016-12",63,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1712,"ZARQA","# boys"
"9709","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Zarqa Governorate",,"2016-12",5596,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1712,"ZARQA","# men"
"9710","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Zarqa Governorate",,"2016-12",6187,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1712,"ZARQA","# girls"
"9711","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Zarqa Governorate",,"2016-12",63,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1712,"ZARQA","# men"
"9712","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Zarqa Governorate",,"2016-12",250,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1712,"ZARQA","# women"
"9713","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Zarqa Governorate",,"2016-12",125,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1712,"ZARQA","# girls"
"9714","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Zarqa Governorate",,"2016-12",37.5,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1712,"ZARQA","%"
"9715","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Zarqa Governorate",,"2016-12",6557,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1712,"ZARQA","# boys"
"9716","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Zarqa Governorate",,"2016-12",50000,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1712,"ZARQA","USD $"
"9717","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Zarqa Governorate",,"2016-12",6310,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1712,"ZARQA","# women"
"9718","Zarqa","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","UNHCR","Zarqa Governorate",,"2016-12",30,"Child Protection","PROTECTION","Access Multi-Sector services","indirect",1712,"ZARQA","# BIAs"
"9719","Zarqa","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","UNHCR","Zarqa Governorate",,"2016-12",0,"Child Protection","PROTECTION","Access Multi-Sector services","indirect",1712,"ZARQA","# girls"
"9720","Zarqa","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","UNHCR","Zarqa Governorate",,"2016-12",30,"Child Protection","PROTECTION","Access Multi-Sector services","indirect",1712,"ZARQA","# BIAs"
"9721","Zarqa","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","UNHCR","Zarqa Governorate",,"2016-12",0,"Child Protection","PROTECTION","Access Multi-Sector services","indirect",1712,"ZARQA","%"
"9722","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","CARE","Zarqa Governorate",,"2016-12",375000,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","USD $"
"9723","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","CARE","Zarqa Governorate",,"2016-12",30,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","%"
"9724","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","CARE","Zarqa Governorate",,"2016-12",1,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","#"
"9725","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","CARE","Zarqa Governorate",,"2016-12",837,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# men"
"9726","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","CARE","Zarqa Governorate",,"2016-12",1712,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# boys"
"9727","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","MEDAIR","Zarqa Governorate",,"2016-12",109,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# boys"
"9728","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","MEDAIR","Zarqa Governorate",,"2016-12",23,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# FHH"
"9729","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","MEDAIR","Zarqa Governorate",,"2016-12",138,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# MHH"
"9730","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","MEDAIR","Zarqa Governorate",,"2016-12",59,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# MHH"
"9731","Zarqa","EDU[REF3.3]Alternative Education","[REF3.3.2]Informal Education","AVSI","Zarqa Governorate",,"2016-12",0,"Alternative Education","EDUCATION","Informal Education","direct",1712,"ZARQA","%"
"9732","Zarqa","EDU[REF3.3]Alternative Education","[REF3.3.2]Informal Education","AVSI","Zarqa Governorate",,"2016-12",0,"Alternative Education","EDUCATION","Informal Education","direct",1712,"ZARQA","# of girls"
"9733","Zarqa","EDU[REF3.3]Alternative Education","[REF3.3.2]Informal Education","AVSI","Zarqa Governorate",,"2016-12",35,"Alternative Education","EDUCATION","Informal Education","direct",1712,"ZARQA","# of boys"
"9734","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","MEDAIR","Zarqa Governorate",,"2016-12",217,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# men"
"9735","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","MEDAIR","Zarqa Governorate",,"2016-12",93,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# men"
"9736","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","MEDAIR","Zarqa Governorate",,"2016-12",54,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# FHH"
"9737","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","MEDAIR","Zarqa Governorate",,"2016-12",0,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","%"
"9738","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","MEDAIR","Zarqa Governorate",,"2016-12",103,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# girls"
"9739","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","MEDAIR","Zarqa Governorate",,"2016-12",105,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# women"
"9740","Zarqa","WASH [REF3.2]Hygiene in Urban","[REF3.2.2]Schools etc Hygi promotion","OXFAM","Zarqa Governorate",,"2016-12",1250,"Hygiene in Urban","WASH ","Schools etc Hygi promotion","direct",1712,"ZARQA","# of girls"
"9741","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","CARE","Zarqa Governorate",,"2016-12",203,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# men"
"9742","Zarqa","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.2]Engage Parents & Communities","SCI","Zarqa Governorate",,"2016-12",100,"Safe, Violence Free Envirn","EDUCATION","Engage Parents & Communities","direct",1712,"ZARQA","%"
"9743","Zarqa","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.2]Engage Parents & Communities","SCI","Zarqa Governorate",,"2016-12",1,"Safe, Violence Free Envirn","EDUCATION","Engage Parents & Communities","direct",1712,"ZARQA","#"
"9744","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","CARE","Zarqa Governorate",,"2016-12",5e+05,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","$"
"9745","Zarqa","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","AVSI","Zarqa Governorate",,"2016-12",0,"SGBV","PROTECTION","Community members engaged","direct",1712,"ZARQA","# boys"
"9746","Zarqa","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","AVSI","Zarqa Governorate",,"2016-12",0,"SGBV","PROTECTION","Community members engaged","direct",1712,"ZARQA","# girls"
"9747","Zarqa","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","AVSI","Zarqa Governorate",,"2016-12",0,"SGBV","PROTECTION","Community members engaged","direct",1712,"ZARQA","# boys"
"9748","Zarqa","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","AVSI","Zarqa Governorate",,"2016-12",5,"SGBV","PROTECTION","Community members engaged","direct",1712,"ZARQA","# women"
"9749","Zarqa","EDU[REF3.1]EarlyChildhood","[REF3.1.4]Parent outreach","Caritas","Zarqa Governorate",,"2016-12",878,"EarlyChildhood","EDUCATION","Parent outreach","direct",1712,"ZARQA","USD $"
"9750","Zarqa","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","WFP","Zarqa Governorate",,"2016-12",5020,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","indirect",1712,"ZARQA","# girls"
"9751","Zarqa","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","WFP","Zarqa Governorate",,"2016-12",8737,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","indirect",1712,"ZARQA","# men"
"9752","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","ICMC","Zarqa Governorate",,"2016-12",0,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","%"
"9753","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.5]IYCF practices promoted","MEDAIR","Zarqa Governorate",,"2016-12",50,"Essential Primary Health Care","HEALTH","IYCF practices promoted","direct",1712,"ZARQA","%"
"9754","Zarqa","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","MEDAIR","Zarqa Governorate",,"2016-12",0,"Integrated Community Intervs.","HEALTH","Community Hlth Network","direct",1712,"ZARQA","#"
"9755","Zarqa","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","MEDAIR","Zarqa Governorate",,"2016-12",0,"Integrated Community Intervs.","HEALTH","Community Hlth Network","direct",1712,"ZARQA","#"
"9756","Zarqa","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","MEDAIR","Zarqa Governorate",,"2016-12",9,"Integrated Community Intervs.","HEALTH","Community Hlth Network","direct",1712,"ZARQA","#"
"9757","Zarqa","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","MEDAIR","Zarqa Governorate",,"2016-12",7500,"Integrated Community Intervs.","HEALTH","Community Hlth Network","direct",1712,"ZARQA","$"
"9758","Zarqa","EDU[REF3.2]Acces to Formal Education","[REF3.2.5]Remedial Education","AVSI","Zarqa Governorate",,"2016-12",19441,"Acces to Formal Education","EDUCATION","Remedial Education","direct",1712,"ZARQA","USD $"
"9759","Zarqa","EDU[REF3.2]Acces to Formal Education","[REF3.2.5]Remedial Education","AVSI","Zarqa Governorate",,"2016-12",0,"Acces to Formal Education","EDUCATION","Remedial Education","direct",1712,"ZARQA","%"
"9760","Zarqa","EDU[REF3.2]Acces to Formal Education","[REF3.2.5]Remedial Education","AVSI","Zarqa Governorate",,"2016-12",15,"Acces to Formal Education","EDUCATION","Remedial Education","direct",1712,"ZARQA","#"
"9761","Zarqa","EDU[REF3.2]Acces to Formal Education","[REF3.2.5]Remedial Education","AVSI","Zarqa Governorate",,"2016-12",15,"Acces to Formal Education","EDUCATION","Remedial Education","direct",1712,"ZARQA","#"
"9762","Zarqa","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","NEF","Zarqa Governorate",,"2018-12",0,"Safe, Violence Free Envirn","EDUCATION","Social Cohesion","direct",1712,"ZARQA","%"
"9763","Zarqa","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","NEF","Zarqa Governorate",,"2018-12",180,"Safe, Violence Free Envirn","EDUCATION","Social Cohesion","direct",1712,"ZARQA","# of girls"
"9764","Zarqa","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","WarChild UK","Zarqa Governorate",,"2016-12",250,"Safe, Violence Free Envirn","EDUCATION","Social Cohesion","direct",1712,"ZARQA","# of girls"
"9765","Zarqa","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","WarChild UK","Zarqa Governorate",,"2016-12",15000,"Safe, Violence Free Envirn","EDUCATION","Social Cohesion","direct",1712,"ZARQA","USD $"
"9766","Zarqa","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","WarChild UK","Zarqa Governorate",,"2016-12",0,"Safe, Violence Free Envirn","EDUCATION","Social Cohesion","direct",1712,"ZARQA","%"
"9767","Zarqa","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","WarChild UK","Zarqa Governorate",,"2016-12",250,"Safe, Violence Free Envirn","EDUCATION","Social Cohesion","direct",1712,"ZARQA","# of boys"
"9768","Zarqa","WASH [REF3.2]Hygiene in Urban","[REF3.2.2]Schools etc Hygi promotion","UNICEF","Zarqa Governorate",,"2016-12",3375,"Hygiene in Urban","WASH ","Schools etc Hygi promotion","indirect",1712,"ZARQA","# of boys"
"9769","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","WarChild UK","Zarqa Governorate",,"2016-12",4,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","#"
"9770","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","WarChild UK","Zarqa Governorate",,"2016-12",200,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# boys"
"9771","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","Caritas","Zarqa Governorate",,"2016-12",300,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1712,"ZARQA","# men"
"9772","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","Caritas","Zarqa Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1712,"ZARQA","%"
"9773","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","NICCOD","Zarqa Governorate",,"2016-12",875,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# women"
"9774","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","NICCOD","Zarqa Governorate",,"2016-12",875,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# girls"
"9775","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","NICCOD","Zarqa Governorate",,"2016-12",375,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# women"
"9776","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","NICCOD","Zarqa Governorate",,"2016-12",875,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# men"
"9777","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","NICCOD","Zarqa Governorate",,"2016-12",366979,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","$"
"9778","Zarqa","PROT[REF1.1]Refugee Rights Respected","[REF1.1.2]Registration and Profiling","Caritas","Zarqa Governorate",,"2016-12",0,"Refugee Rights Respected","PROTECTION","Registration and Profiling","direct",1712,"ZARQA","# women"
"9779","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","AVSI","Zarqa Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1712,"ZARQA","# men"
"9780","Zarqa","EDU[REF3.2]Acces to Formal Education","[REF3.2.1]School renovation/equip","WVI","Zarqa Governorate",,"2016-03",100,"Acces to Formal Education","EDUCATION","School renovation/equip","direct",1712,"ZARQA","%"
"9781","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","NICCOD","Zarqa Governorate",,"2016-12",375,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# men"
"9782","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","AVSI","Zarqa Governorate",,"2016-12",37,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9783","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","AVSI","Zarqa Governorate",,"2016-12",9,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9784","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","AVSI","Zarqa Governorate",,"2016-12",0,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9785","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","IRD","Zarqa Governorate",,"2016-02",10,"Essential Primary Health Care","HEALTH","Improved NCD Mngt","direct",1712,"ZARQA","%"
"9786","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","IRD","Zarqa Governorate",,"2016-02",9,"Essential Primary Health Care","HEALTH","Improved NCD Mngt","direct",1712,"ZARQA","#"
"9787","Zarqa","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","UNICEF","Zarqa Governorate",,"2016-12",64768.083,"Hygiene in Urban","WASH ","Hygiene promotion","indirect",1712,"ZARQA","USD $"
"9788","Zarqa","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","ICMC","Zarqa Governorate",,"2016-12",48,"Cash for Rent","SHELTER","Cash for Rent","direct",1712,"ZARQA","%"
"9789","Zarqa","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.4]Emergency Obstetric Care","MEDAIR","Zarqa Governorate",,"2016-12",50,"Secondary/Tertiary Care","HEALTH","Emergency Obstetric Care","direct",1712,"ZARQA","%"
"9790","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","NEF","Zarqa Governorate",,"2018-12",0,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
